Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
"Eu-tTG IgA Humana","Pedido de Cliente 18",SO889,"2013-06-12 14:26:29",2257.000,2753.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 18",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 18",SO889,"2013-06-12 14:26:29",2257.000,2753.540,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 18",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 18",SO889,"2013-06-12 14:26:29",2257.000,2753.540,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 18",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 18",SO889,"2013-06-12 14:26:29",2257.000,2753.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 18",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 20",SO890,"2013-05-08 20:30:06",180.000,219.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 20",32,"uno Visitador"
Pantogar,"Pedido de Cliente 14",SO891,"2013-01-30 12:49:24",1774.000,2164.280,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 14",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 14",SO891,"2013-01-30 12:49:24",1774.000,2164.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 14",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 14",SO891,"2013-01-30 12:49:24",1774.000,2164.280,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 14",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 14",SO891,"2013-01-30 12:49:24",1774.000,2164.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 14",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 19",SO892,"2012-10-09 11:42:20",2634.000,3213.480,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 19",32,"uno Visitador"
Pantogar,"Pedido de Cliente 19",SO892,"2012-10-09 11:42:20",2634.000,3213.480,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 19",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 19",SO892,"2012-10-09 11:42:20",2634.000,3213.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 19",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 19",SO892,"2012-10-09 11:42:20",2634.000,3213.480,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 19",32,"uno Visitador"
Alufren,"Pedido de Cliente 4",SO893,"2013-07-08 19:48:13",2414.000,2945.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 4",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 4",SO893,"2013-07-08 19:48:13",2414.000,2945.080,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 4",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 4",SO893,"2013-07-08 19:48:13",2414.000,2945.080,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 4",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 4",SO893,"2013-07-08 19:48:13",2414.000,2945.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 4",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 4",SO893,"2013-07-08 19:48:13",2414.000,2945.080,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 4",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 3",SO895,"2012-11-16 11:46:27",1814.000,2213.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 3",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 3",SO895,"2012-11-16 11:46:27",1814.000,2213.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 3",32,"uno Visitador"
Pantogar,"Pedido de Cliente 3",SO895,"2012-11-16 11:46:27",1814.000,2213.080,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 3",SO895,"2012-11-16 11:46:27",1814.000,2213.080,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 17",SO896,"2013-06-06 15:47:42",580.000,707.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 17",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 17",SO896,"2013-06-06 15:47:42",580.000,707.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 17",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 17",SO896,"2013-06-06 15:47:42",580.000,707.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 17",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 6",SO897,"2013-07-05 14:49:26",3088.000,3767.360,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 6",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 6",SO897,"2013-07-05 14:49:26",3088.000,3767.360,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 6",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 6",SO897,"2013-07-05 14:49:26",3088.000,3767.360,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 6",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 6",SO897,"2013-07-05 14:49:26",3088.000,3767.360,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 6",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 6",SO897,"2013-07-05 14:49:26",3088.000,3767.360,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 6",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 18",SO898,"2012-09-03 21:00:26",180.000,219.600,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 18",32,"uno Visitador"
Pantogar,"Pedido de Cliente 13",SO899,"2012-09-25 17:25:45",180.000,219.600,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 13",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 10",SO900,"2013-06-23 18:26:35",2594.000,3164.680,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 10",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 10",SO900,"2013-06-23 18:26:35",2594.000,3164.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 10",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 10",SO900,"2013-06-23 18:26:35",2594.000,3164.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 10",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 10",SO900,"2013-06-23 18:26:35",2594.000,3164.680,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 10",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 20",SO901,"2012-09-30 20:04:46",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 17",SO902,"2012-12-26 17:55:40",180.000,219.600,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 17",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 10",SO903,"2013-04-01 20:14:23",3734.000,4555.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 10",SO903,"2013-04-01 20:14:23",3734.000,4555.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 10",SO903,"2013-04-01 20:14:23",3734.000,4555.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 14",SO904,"2013-02-12 21:09:39",2414.000,2945.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 14",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 14",SO904,"2013-02-12 21:09:39",2414.000,2945.080,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 14",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 14",SO904,"2013-02-12 21:09:39",2414.000,2945.080,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 14",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 20",SO905,"2012-08-27 11:53:06",2617.000,3192.740,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 20",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO905,"2012-08-27 11:53:06",2617.000,3192.740,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 20",SO905,"2012-08-27 11:53:06",2617.000,3192.740,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 20",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 3",SO906,"2013-05-19 16:43:56",760.000,927.200,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 3",SO906,"2013-05-19 16:43:56",760.000,927.200,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 3",SO906,"2013-05-19 16:43:56",760.000,927.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 3",SO906,"2013-05-19 16:43:56",760.000,927.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 14",SO907,"2012-10-02 11:18:35",3040.000,3708.800,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 14",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 14",SO907,"2012-10-02 11:18:35",3040.000,3708.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 14",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 14",SO907,"2012-10-02 11:18:35",3040.000,3708.800,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 14",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 14",SO907,"2012-10-02 11:18:35",3040.000,3708.800,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 14",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 14",SO907,"2012-10-02 11:18:35",3040.000,3708.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 14",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 20",SO908,"2013-07-05 19:07:41",2540.000,3098.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 20",SO908,"2013-07-05 19:07:41",2540.000,3098.800,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 20",32,"uno Visitador"
Ebroset,"Pedido de Cliente 20",SO908,"2013-07-05 19:07:41",2540.000,3098.800,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 20",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 20",SO908,"2013-07-05 19:07:41",2540.000,3098.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 20",SO908,"2013-07-05 19:07:41",2540.000,3098.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO909,"2012-09-21 18:23:45",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 12",SO910,"2013-06-11 11:30:41",2000.000,2440.000,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 12",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 12",SO910,"2013-06-11 11:30:41",2000.000,2440.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 12",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 12",SO910,"2013-06-11 11:30:41",2000.000,2440.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 12",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 12",SO910,"2013-06-11 11:30:41",2000.000,2440.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 12",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 3",SO911,"2013-02-03 16:25:44",2540.000,3098.800,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 3",SO911,"2013-02-03 16:25:44",2540.000,3098.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 3",SO911,"2013-02-03 16:25:44",2540.000,3098.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 3",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 3",SO911,"2013-02-03 16:25:44",2540.000,3098.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 3",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 3",SO911,"2013-02-03 16:25:44",2540.000,3098.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 3",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO912,"2013-06-25 11:02:51",3365.000,4105.300,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 13",SO912,"2013-06-25 11:02:51",3365.000,4105.300,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 13",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO912,"2013-06-25 11:02:51",3365.000,4105.300,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 13",SO913,"2012-08-13 10:15:22",1000.000,1220.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 13",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 19",SO914,"2013-06-06 16:58:33",3500.000,4270.000,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 19",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 19",SO914,"2013-06-06 16:58:33",3500.000,4270.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 19",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 19",SO914,"2013-06-06 16:58:33",3500.000,4270.000,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 19",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 11",SO915,"2012-11-13 10:54:18",1440.000,1756.800,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 11",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 11",SO915,"2012-11-13 10:54:18",1440.000,1756.800,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 11",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 11",SO915,"2012-11-13 10:54:18",1440.000,1756.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 11",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 3",SO916,"2012-11-28 11:05:05",3594.000,4384.680,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 3",SO916,"2012-11-28 11:05:05",3594.000,4384.680,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 3",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 3",SO916,"2012-11-28 11:05:05",3594.000,4384.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 3",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 3",SO916,"2012-11-28 11:05:05",3594.000,4384.680,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 3",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 3",SO916,"2012-11-28 11:05:05",3594.000,4384.680,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 3",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 16",SO917,"2012-09-09 19:18:37",1477.000,1801.940,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 16",SO917,"2012-09-09 19:18:37",1477.000,1801.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 16",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 16",SO917,"2012-09-09 19:18:37",1477.000,1801.940,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 16",SO917,"2012-09-09 19:18:37",1477.000,1801.940,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",32,"uno Visitador"
Pantogar,"Pedido de Cliente 11",SO918,"2012-08-10 14:34:18",3460.000,4221.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 11",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 11",SO918,"2012-08-10 14:34:18",3460.000,4221.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 11",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 11",SO918,"2012-08-10 14:34:18",3460.000,4221.200,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 11",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 11",SO918,"2012-08-10 14:34:18",3460.000,4221.200,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 11",32,"uno Visitador"
Contractubex,"Pedido de Cliente 11",SO918,"2012-08-10 14:34:18",3460.000,4221.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 11",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 20",SO919,"2013-01-26 17:33:26",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 10",SO920,"2013-05-12 20:17:49",2131.000,2599.820,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 10",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 10",SO920,"2013-05-12 20:17:49",2131.000,2599.820,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 10",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 8",SO921,"2013-02-05 18:24:13",1774.000,2164.280,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 8",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 8",SO921,"2013-02-05 18:24:13",1774.000,2164.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 8",32,"uno Visitador"
Contractubex,"Pedido de Cliente 8",SO921,"2013-02-05 18:24:13",1774.000,2164.280,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 8",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 8",SO921,"2013-02-05 18:24:13",1774.000,2164.280,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 8",32,"uno Visitador"
Alufren,"Pedido de Cliente 16",SO922,"2013-05-01 12:08:29",3914.000,4775.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 16",SO922,"2013-05-01 12:08:29",3914.000,4775.080,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 16",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO922,"2013-05-01 12:08:29",3914.000,4775.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 16",SO922,"2013-05-01 12:08:29",3914.000,4775.080,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 16",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 5",SO923,"2013-07-01 11:17:36",180.000,219.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 5",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 20",SO924,"2012-09-18 16:57:29",2677.000,3265.940,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 20",32,"uno Visitador"
Ebroset,"Pedido de Cliente 20",SO924,"2012-09-18 16:57:29",2677.000,3265.940,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 20",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO924,"2012-09-18 16:57:29",2677.000,3265.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",32,"uno Visitador"
Pantogar,"Pedido de Cliente 20",SO924,"2012-09-18 16:57:29",2677.000,3265.940,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 20",32,"uno Visitador"
Alufren,"Pedido de Cliente 18",SO925,"2013-06-12 19:25:57",1594.000,1944.680,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 18",SO925,"2013-06-12 19:25:57",1594.000,1944.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 18",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 18",SO925,"2013-06-12 19:25:57",1594.000,1944.680,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 18",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 17",SO926,"2012-11-24 17:48:17",1954.000,2383.880,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 17",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 17",SO926,"2012-11-24 17:48:17",1954.000,2383.880,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 17",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 17",SO926,"2012-11-24 17:48:17",1954.000,2383.880,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 17",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 17",SO926,"2012-11-24 17:48:17",1954.000,2383.880,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 17",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 17",SO926,"2012-11-24 17:48:17",1954.000,2383.880,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 17",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 19",SO928,"2013-01-27 15:25:16",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 19",55,"3 Visitador tres"
